;PC Software:StarLab Version 2.11 Build 2
;Logged:21/10/2022 at 13:34:39
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 21/10/2022 at 13:34:39.238000
  Timestamp   	  Channel A  	  Channel B  	
       348.990	             	  2.711e-005 	
       349.586	  2.520e-004 	             	
       350.014	             	  2.716e-005 	
       350.586	  2.510e-004 	             	
       351.070	             	  2.725e-005 	
       351.586	  2.530e-004 	             	
       352.126	             	  2.719e-005 	
       352.586	  2.510e-004 	             	
       353.150	             	  2.747e-005 	
       353.586	  2.510e-004 	             	
       354.206	             	  2.761e-005 	
       354.586	  2.510e-004 	             	
       355.262	             	  2.770e-005 	
       355.586	  2.510e-004 	             	
       356.318	             	  2.782e-005 	
       356.586	  2.510e-004 	             	
       357.342	             	  2.797e-005 	
       357.587	  2.510e-004 	             	
       358.398	             	  2.792e-005 	
       358.587	  2.510e-004 	             	
       359.454	             	  2.790e-005 	
       359.652	  2.500e-004 	             	
       360.478	             	  2.805e-005 	
       360.652	  2.500e-004 	             	
       361.534	             	  2.795e-005 	
       361.652	  2.500e-004 	             	
       362.590	             	  2.804e-005 	
       362.652	  2.480e-004 	             	
       363.614	             	  2.815e-005 	
       363.652	  2.480e-004 	             	
       364.652	  2.480e-004 	             	
       364.670	             	  2.829e-005 	
       365.652	  2.480e-004 	             	
       365.726	             	  2.836e-005 	
       366.652	  2.450e-004 	             	
       366.814	             	  2.825e-005 	
       367.652	  2.460e-004 	             	
       367.870	             	  2.835e-005 	
       368.652	  2.450e-004 	             	
       368.926	             	  2.838e-005 	
       369.652	  2.450e-004 	             	
       369.982	             	  2.851e-005 	
       370.652	  2.450e-004 	             	
       371.006	             	  2.853e-005 	
       371.652	  2.470e-004 	             	
       372.061	             	  2.872e-005 	
       372.652	  2.450e-004 	             	
       373.117	             	  2.871e-005 	
       373.652	  2.450e-004 	             	
       374.141	             	  2.863e-005 	
       374.652	  2.440e-004 	             	
       375.198	             	  2.875e-005 	
       375.652	  2.450e-004 	             	
       376.254	             	  2.873e-005 	
       376.652	  2.440e-004 	             	
       377.278	             	  2.889e-005 	
       377.652	  2.440e-004 	             	
       378.334	             	  2.899e-005 	
       378.652	  2.450e-004 	             	
       379.390	             	  2.903e-005 	
       379.652	  2.440e-004 	             	
       380.478	             	  2.897e-005 	
       380.652	  2.440e-004 	             	
       381.534	             	  2.910e-005 	
       381.652	  2.430e-004 	             	
       382.590	             	  2.917e-005 	
       382.654	  2.420e-004 	             	
       383.646	             	  2.929e-005 	
       383.718	  2.420e-004 	             	
       384.670	             	  2.926e-005 	
       384.718	  2.420e-004 	             	
       385.718	  2.410e-004 	             	
       385.726	             	  2.945e-005 	
       386.718	  2.420e-004 	             	
       386.781	             	  2.943e-005 	
       387.718	  2.410e-004 	             	
       387.806	             	  2.956e-005 	
       388.784	  2.410e-004 	             	
       388.861	             	  2.968e-005 	
       389.785	  2.410e-004 	             	
       389.917	             	  2.971e-005 	
       390.850	  2.400e-004 	             	
       390.941	             	  2.981e-005 	
       391.850	  2.400e-004 	             	
       391.998	             	  2.992e-005 	
       392.851	  2.400e-004 	             	
       393.054	             	  2.997e-005 	
       393.851	  2.390e-004 	             	
       394.142	             	  3.010e-005 	
       394.851	  2.390e-004 	             	
       395.198	             	  3.020e-005 	
       395.851	  2.390e-004 	             	
       396.254	             	  3.010e-005 	
       396.851	  2.390e-004 	             	
       397.310	             	  3.020e-005 	
       397.851	  2.390e-004 	             	
       398.334	             	  3.040e-005 	
       398.851	  2.390e-004 	             	
       399.390	             	  3.010e-005 	
       399.851	  2.380e-004 	             	
       400.448	             	  3.040e-005 	
       400.851	  2.380e-004 	             	
       401.470	             	  3.050e-005 	
       401.851	  2.380e-004 	             	
       402.525	             	  3.060e-005 	
       402.851	  2.380e-004 	             	
       403.581	             	  3.070e-005 	
       403.918	  2.380e-004 	             	
       404.605	             	  3.070e-005 	
       404.918	  2.380e-004 	             	
       405.661	             	  3.080e-005 	
       405.983	  2.370e-004 	             	
       406.717	             	  3.090e-005 	
       406.983	  2.370e-004 	             	
       407.805	             	  3.100e-005 	
       407.983	  2.370e-004 	             	
       408.861	             	  3.090e-005 	
       408.983	  2.370e-004 	             	
       409.918	             	  3.100e-005 	
       409.984	  2.370e-004 	             	
       410.974	             	  3.110e-005 	
       410.984	  2.360e-004 	             	
       411.984	  2.360e-004 	             	
       411.998	             	  3.120e-005 	
       412.984	  2.380e-004 	             	
       413.054	             	  3.070e-005 	
       413.984	  2.370e-004 	             	
       414.110	             	  3.080e-005 	
       414.985	  2.360e-004 	             	
       415.134	             	  3.110e-005 	
       416.051	  2.360e-004 	             	
       416.190	             	  3.130e-005 	
       417.117	  2.360e-004 	             	
       417.246	             	  3.140e-005 	
       418.117	  2.350e-004 	             	
       418.270	             	  3.150e-005 	
       419.117	  2.350e-004 	             	
       419.325	             	  3.160e-005 	
       420.184	  2.350e-004 	             	
       420.381	             	  3.180e-005 	
       421.184	  2.350e-004 	             	
       421.469	             	  3.190e-005 	
       422.249	  2.340e-004 	             	
       422.525	             	  3.200e-005 	
       423.249	  2.340e-004 	             	
       423.581	             	  3.200e-005 	
       424.249	  2.340e-004 	             	
       424.637	             	  3.210e-005 	
       425.249	  2.350e-004 	             	
       425.661	             	  3.180e-005 	
       426.249	  2.340e-004 	             	
       426.717	             	  3.210e-005 	
       427.250	  2.330e-004 	             	
       427.774	             	  3.220e-005 	
       428.250	  2.330e-004 	             	
       428.798	             	  3.240e-005 	
       429.250	  2.330e-004 	             	
       429.854	             	  3.240e-005 	
       430.250	  2.330e-004 	             	
       430.910	             	  3.220e-005 	
       431.250	  2.330e-004 	             	
       431.934	             	  3.250e-005 	
       432.250	  2.320e-004 	             	
       432.989	             	  3.260e-005 	
       433.250	  2.320e-004 	             	
       434.046	             	  3.270e-005 	
       434.250	  2.320e-004 	             	
       435.133	             	  3.320e-005 	
       435.250	  2.330e-004 	             	
       436.189	             	  3.320e-005 	
       436.250	  2.330e-004 	             	
       437.245	             	  3.350e-005 	
       437.315	  2.350e-004 	             	
       438.301	             	  3.380e-005 	
       438.315	  2.350e-004 	             	
       439.315	  2.340e-004 	             	
       439.325	             	  3.360e-005 	
       440.315	  2.350e-004 	             	
       440.381	             	  3.360e-005 	
       441.315	  2.350e-004 	             	
       441.437	             	  3.380e-005 	
       442.315	  2.350e-004 	             	
       442.461	             	  3.410e-005 	
       443.315	  2.360e-004 	             	
       443.517	             	  3.420e-005 	
       444.315	  2.320e-004 	             	
       444.574	             	  3.420e-005 	
       445.316	  2.350e-004 	             	
       445.598	             	  3.450e-005 	
       446.316	  2.330e-004 	             	
       446.654	             	  3.410e-005 	
       447.316	  2.300e-004 	             	
       447.710	             	  3.410e-005 	
       448.316	  2.340e-004 	             	
       448.798	             	  3.430e-005 	
       449.316	  2.350e-004 	             	
       449.853	             	  3.450e-005 	
       450.316	  2.300e-004 	             	
       450.909	             	  3.480e-005 	
       451.316	  2.280e-004 	             	
       451.965	             	  3.470e-005 	
       452.382	  2.320e-004 	             	
       452.989	             	  3.450e-005 	
       453.382	  2.300e-004 	             	
       454.045	             	  3.500e-005 	
       454.382	  2.330e-004 	             	
       455.101	             	  3.510e-005 	
       455.382	  2.290e-004 	             	
       456.125	             	  3.500e-005 	
       456.448	  2.300e-004 	             	
       457.181	             	  3.500e-005 	
       457.448	  2.320e-004 	             	
       458.237	             	  3.490e-005 	
       458.448	  2.320e-004 	             	
       459.261	             	  3.560e-005 	
       459.448	  2.330e-004 	             	
       460.317	             	  3.550e-005 	
       460.448	  2.320e-004 	             	
       461.373	             	  3.580e-005 	
       461.448	  2.320e-004 	             	
       462.449	  2.330e-004 	             	
       462.462	             	  3.590e-005 	
       463.449	  2.320e-004 	             	
       463.518	             	  3.610e-005 	
       464.449	  2.320e-004 	             	
       464.573	             	  3.610e-005 	
       465.449	  2.320e-004 	             	
       465.629	             	  3.620e-005 	
       466.449	  2.320e-004 	             	
       466.653	             	  3.620e-005 	
       467.449	  2.320e-004 	             	
       467.709	             	  3.620e-005 	
       468.514	  2.320e-004 	             	
       468.765	             	  3.620e-005 	
       469.514	  2.310e-004 	             	
       469.789	             	  3.640e-005 	
       470.514	  2.300e-004 	             	
       470.845	             	  3.630e-005 	
       471.514	  2.300e-004 	             	
       471.901	             	  3.630e-005 	
       472.514	  2.290e-004 	             	
       472.925	             	  3.640e-005 	
       473.514	  2.290e-004 	             	
       473.981	             	  3.660e-005 	
       474.514	  2.290e-004 	             	
       475.037	             	  3.670e-005 	
       475.514	  2.290e-004 	             	
       476.093	             	  3.660e-005 	
       476.514	  2.280e-004 	             	
       477.117	             	  3.650e-005 	
       477.514	  2.270e-004 	             	
       478.173	             	  3.640e-005 	
       478.514	  2.260e-004 	             	
       479.229	             	  3.610e-005 	
       479.515	  2.230e-004 	             	
       480.254	             	  3.570e-005 	
       480.515	  2.230e-004 	             	
       481.309	             	  3.530e-005 	
       481.515	  2.240e-004 	             	
       482.365	             	  3.560e-005 	
       482.515	  2.230e-004 	             	
       483.389	             	  3.570e-005 	
       483.581	  2.230e-004 	             	
       484.445	             	  3.580e-005 	
       484.581	  2.230e-004 	             	
       485.501	             	  3.580e-005 	
       485.581	  2.230e-004 	             	
       486.589	             	  3.570e-005 	
       486.647	  2.230e-004 	             	
       487.645	             	  3.600e-005 	
       487.647	  2.210e-004 	             	
       488.647	  2.210e-004 	             	
       488.701	             	  3.610e-005 	
       489.647	  2.210e-004 	             	
       489.789	             	  3.620e-005 	
       490.647	  2.210e-004 	             	
       490.845	             	  3.610e-005 	
       491.647	  2.210e-004 	             	
       491.901	             	  3.620e-005 	
       492.647	  2.200e-004 	             	
       492.957	             	  3.640e-005 	
       493.647	  2.200e-004 	             	
       493.981	             	  3.660e-005 	
       494.647	  2.200e-004 	             	
       495.037	             	  3.680e-005 	
       495.647	  2.200e-004 	             	
       496.093	             	  3.730e-005 	
       496.647	  2.210e-004 	             	
       497.117	             	  3.690e-005 	
       497.647	  2.230e-004 	             	
       498.173	             	  3.740e-005 	
       498.648	  2.260e-004 	             	
       499.229	             	  3.730e-005 	
       499.713	  2.230e-004 	             	
       500.253	             	  3.730e-005 	
       500.713	  2.200e-004 	             	
       501.309	             	  3.770e-005 	
       501.713	  2.210e-004 	             	
       502.365	             	  3.740e-005 	
       502.713	  2.190e-004 	             	
       503.453	             	  3.750e-005 	
       503.713	  2.190e-004 	             	
       504.509	             	  3.760e-005 	
       504.713	  2.180e-004 	             	
       505.565	             	  3.760e-005 	
       505.713	  2.190e-004 	             	
       506.621	             	  3.760e-005 	
       506.713	  2.170e-004 	             	
       507.645	             	  3.780e-005 	
       507.713	  2.180e-004 	             	
       508.701	             	  3.780e-005 	
       508.713	  2.170e-004 	             	
       509.713	  2.170e-004 	             	
       509.757	             	  3.780e-005 	
       510.713	  2.170e-004 	             	
       510.781	             	  3.800e-005 	
       511.713	  2.180e-004 	             	
       511.836	             	  3.830e-005 	
       512.780	  2.170e-004 	             	
       512.892	             	  3.810e-005 	
       513.845	  2.170e-004 	             	
