;PC Software:StarLab Version 2.11 Build 2
;Logged:28/10/2022 at 12:13:03
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)
;Channel C:Nova II Photodiode PD300-3W-v1 (s/n:928013)  NN2.17 (s/n:626171)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel C:Details
;Name:PD300-3W-v1
;Graph Color:RGB(51,204,51)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 28/10/2022 at 12:13:03.340000
  Timestamp   	  Channel A  	  Channel B  	  Channel C  	
      6636.731	             	             	  3.650e-005 	
      6636.914	             	  5.550e-006 	             	
      6637.119	  3.150e-005 	             	             	
      6637.755	             	             	  3.520e-005 	
      6637.970	             	  5.380e-006 	             	
      6638.119	  3.080e-005 	             	             	
      6638.811	             	             	  3.520e-005 	
      6639.026	             	  5.350e-006 	             	
      6639.119	  3.080e-005 	             	             	
      6639.867	             	             	  3.520e-005 	
      6640.082	             	  5.320e-006 	             	
      6640.119	  3.090e-005 	             	             	
      6640.891	             	             	  3.530e-005 	
      6641.105	             	  5.340e-006 	             	
      6641.119	  3.090e-005 	             	             	
      6641.947	             	             	  3.530e-005 	
      6642.119	  3.090e-005 	             	             	
      6642.161	             	  5.380e-006 	             	
      6643.003	             	             	  3.520e-005 	
      6643.119	  3.080e-005 	             	             	
      6643.217	             	  5.410e-006 	             	
      6644.027	             	             	  3.530e-005 	
      6644.119	  3.090e-005 	             	             	
      6644.241	             	  5.360e-006 	             	
      6645.083	             	             	  3.530e-005 	
      6645.119	  3.090e-005 	             	             	
      6645.297	             	  5.370e-006 	             	
      6646.119	  3.080e-005 	             	             	
      6646.140	             	             	  3.530e-005 	
      6646.354	             	  5.390e-006 	             	
      6647.120	  3.090e-005 	             	             	
      6647.196	             	             	  3.530e-005 	
      6647.378	             	  5.360e-006 	             	
      6648.120	  3.090e-005 	             	             	
      6648.220	             	             	  3.530e-005 	
      6648.434	             	  5.310e-006 	             	
      6649.120	  3.090e-005 	             	             	
      6649.276	             	             	  3.530e-005 	
      6649.490	             	  5.350e-006 	             	
      6650.120	  3.090e-005 	             	             	
      6650.331	             	             	  3.530e-005 	
      6650.578	             	  5.340e-006 	             	
      6651.185	  3.090e-005 	             	             	
      6651.355	             	             	  3.530e-005 	
      6651.634	             	  5.320e-006 	             	
      6652.185	  3.090e-005 	             	             	
      6652.411	             	             	  3.530e-005 	
      6652.690	             	  5.310e-006 	             	
      6653.185	  3.090e-005 	             	             	
      6653.467	             	             	  3.530e-005 	
      6653.746	             	  5.320e-006 	             	
      6654.185	  3.090e-005 	             	             	
      6654.491	             	             	  3.530e-005 	
      6654.770	             	  5.290e-006 	             	
      6655.185	  3.090e-005 	             	             	
      6655.547	             	             	  3.530e-005 	
      6655.826	             	  5.280e-006 	             	
      6656.185	  3.090e-005 	             	             	
      6656.603	             	             	  3.530e-005 	
      6656.881	             	  5.270e-006 	             	
      6657.185	  3.090e-005 	             	             	
      6657.691	             	             	  3.540e-005 	
      6657.905	             	  5.290e-006 	             	
      6658.185	  3.100e-005 	             	             	
      6658.747	             	             	  3.530e-005 	
      6658.961	             	  5.300e-006 	             	
      6659.185	  3.100e-005 	             	             	
      6659.803	             	             	  3.540e-005 	
      6660.017	             	  5.310e-006 	             	
      6660.185	  3.110e-005 	             	             	
      6660.859	             	             	  3.540e-005 	
      6661.041	             	  5.360e-006 	             	
      6661.185	  3.110e-005 	             	             	
      6661.883	             	             	  3.540e-005 	
      6662.097	             	  5.320e-006 	             	
      6662.185	  3.120e-005 	             	             	
      6662.939	             	             	  3.550e-005 	
      6663.153	             	  5.360e-006 	             	
      6663.185	  3.120e-005 	             	             	
      6663.996	             	             	  3.550e-005 	
      6664.186	  3.090e-005 	             	             	
      6664.242	             	  5.520e-006 	             	
      6665.019	             	             	  3.540e-005 	
      6665.186	  3.090e-005 	             	             	
      6665.298	             	  5.510e-006 	             	
      6666.076	             	             	  3.540e-005 	
      6666.252	  3.090e-005 	             	             	
      6666.354	             	  5.510e-006 	             	
      6667.131	             	             	  3.550e-005 	
      6667.252	  3.100e-005 	             	             	
      6667.410	             	  5.470e-006 	             	
      6668.155	             	             	  3.550e-005 	
      6668.318	  3.110e-005 	             	             	
      6668.434	             	  5.450e-006 	             	
      6669.211	             	             	  3.550e-005 	
      6669.318	  3.120e-005 	             	             	
      6669.490	             	  5.440e-006 	             	
      6670.267	             	             	  3.550e-005 	
      6670.318	  3.120e-005 	             	             	
      6670.546	             	  5.450e-006 	             	
      6671.318	  3.120e-005 	             	             	
      6671.323	             	             	  3.550e-005 	
      6671.569	             	  5.430e-006 	             	
      6672.318	  3.120e-005 	             	             	
      6672.347	             	             	  3.560e-005 	
      6672.625	             	  5.410e-006 	             	
      6673.318	  3.120e-005 	             	             	
      6673.403	             	             	  3.560e-005 	
      6673.681	             	  5.480e-006 	             	
      6674.318	  3.120e-005 	             	             	
      6674.459	             	             	  3.560e-005 	
      6674.705	             	  5.460e-006 	             	
      6675.318	  3.120e-005 	             	             	
      6675.483	             	             	  3.560e-005 	
      6675.761	             	  5.460e-006 	             	
      6676.318	  3.120e-005 	             	             	
      6676.539	             	             	  3.570e-005 	
      6676.817	             	  5.430e-006 	             	
      6677.318	  3.120e-005 	             	             	
      6677.595	             	             	  3.570e-005 	
      6677.905	             	  5.430e-006 	             	
      6678.318	  3.140e-005 	             	             	
      6678.619	             	             	  3.570e-005 	
      6678.961	             	  5.450e-006 	             	
      6679.318	  3.130e-005 	             	             	
      6679.675	             	             	  3.560e-005 	
      6680.017	             	  5.420e-006 	             	
      6680.318	  3.130e-005 	             	             	
      6680.731	             	             	  3.560e-005 	
      6681.073	             	  5.410e-006 	             	
      6681.319	  3.120e-005 	             	             	
      6681.819	             	             	  3.560e-005 	
      6682.098	             	  5.410e-006 	             	
      6682.384	  3.130e-005 	             	             	
      6682.875	             	             	  3.560e-005 	
      6683.154	             	  5.400e-006 	             	
      6683.384	  3.130e-005 	             	             	
      6683.931	             	             	  3.560e-005 	
      6684.210	             	  5.410e-006 	             	
      6684.384	  3.130e-005 	             	             	
      6684.987	             	             	  3.560e-005 	
      6685.234	             	  5.390e-006 	             	
      6685.384	  3.130e-005 	             	             	
      6686.011	             	             	  3.560e-005 	
      6686.289	             	  5.400e-006 	             	
      6686.384	  3.120e-005 	             	             	
      6687.067	             	             	  3.560e-005 	
      6687.346	             	  5.410e-006 	             	
      6687.384	  3.130e-005 	             	             	
      6688.123	             	             	  3.560e-005 	
      6688.369	             	  5.400e-006 	             	
      6688.384	  3.130e-005 	             	             	
      6689.147	             	             	  3.560e-005 	
      6689.384	  3.130e-005 	             	             	
      6689.425	             	  5.430e-006 	             	
      6690.203	             	             	  3.560e-005 	
      6690.384	  3.130e-005 	             	             	
      6690.481	             	  5.430e-006 	             	
      6691.259	             	             	  3.560e-005 	
      6691.384	  3.140e-005 	             	             	
      6691.569	             	  5.390e-006 	             	
      6692.283	             	             	  3.570e-005 	
      6692.384	  3.130e-005 	             	             	
      6692.625	             	  5.360e-006 	             	
      6693.339	             	             	  3.560e-005 	
      6693.384	  3.140e-005 	             	             	
      6693.681	             	  5.360e-006 	             	
      6694.384	  3.140e-005 	             	             	
      6694.395	             	             	  3.570e-005 	
      6694.737	             	  5.420e-006 	             	
      6695.384	  3.130e-005 	             	             	
      6695.451	             	             	  3.570e-005 	
      6695.761	             	  5.440e-006 	             	
      6696.451	  3.130e-005 	             	             	
      6696.475	             	             	  3.570e-005 	
      6696.817	             	  5.460e-006 	             	
      6697.516	  3.120e-005 	             	             	
      6697.530	             	             	  3.560e-005 	
      6697.873	             	  5.430e-006 	             	
      6698.516	  3.130e-005 	             	             	
      6698.587	             	             	  3.560e-005 	
      6698.898	             	  5.410e-006 	             	
      6699.517	  3.130e-005 	             	             	
      6699.611	             	             	  3.560e-005 	
      6699.954	             	  5.400e-006 	             	
      6700.517	  3.120e-005 	             	             	
      6700.667	             	             	  3.560e-005 	
      6701.010	             	  5.380e-006 	             	
      6701.517	  3.130e-005 	             	             	
      6701.723	             	             	  3.560e-005 	
      6702.034	             	  5.380e-006 	             	
      6702.517	  3.120e-005 	             	             	
      6702.747	             	             	  3.550e-005 	
      6703.090	             	  5.390e-006 	             	
      6703.517	  3.120e-005 	             	             	
      6703.803	             	             	  3.550e-005 	
      6704.145	             	  5.370e-006 	             	
      6704.517	  3.120e-005 	             	             	
      6704.859	             	             	  3.550e-005 	
      6705.233	             	  5.390e-006 	             	
      6705.517	  3.120e-005 	             	             	
      6705.915	             	             	  3.550e-005 	
      6706.289	             	  5.370e-006 	             	
      6706.517	  3.120e-005 	             	             	
      6706.939	             	             	  3.540e-005 	
      6707.345	             	  5.350e-006 	             	
      6707.517	  3.120e-005 	             	             	
      6707.995	             	             	  3.540e-005 	
      6708.401	             	  5.330e-006 	             	
      6708.517	  3.120e-005 	             	             	
      6709.051	             	             	  3.540e-005 	
      6709.425	             	  5.360e-006 	             	
      6709.517	  3.110e-005 	             	             	
      6710.075	             	             	  3.540e-005 	
      6710.481	             	  5.320e-006 	             	
      6710.517	  3.120e-005 	             	             	
      6711.131	             	             	  3.550e-005 	
      6711.517	  3.110e-005 	             	             	
      6711.537	             	  5.400e-006 	             	
      6712.186	             	             	  3.550e-005 	
      6712.517	  3.110e-005 	             	             	
      6712.561	             	  5.440e-006 	             	
      6713.210	             	             	  3.550e-005 	
      6713.582	  3.120e-005 	             	             	
      6713.617	             	  5.410e-006 	             	
      6714.266	             	             	  3.550e-005 	
      6714.582	  3.120e-005 	             	             	
      6714.673	             	  5.340e-006 	             	
      6715.322	             	             	  3.560e-005 	
      6715.582	  3.120e-005 	             	             	
      6715.697	             	  5.420e-006 	             	
      6716.411	             	             	  3.570e-005 	
      6716.583	  3.120e-005 	             	             	
      6716.754	             	  5.420e-006 	             	
      6717.467	             	             	  3.560e-005 	
      6717.583	  3.120e-005 	             	             	
      6717.810	             	  5.380e-006 	             	
      6718.523	             	             	  3.570e-005 	
      6718.583	  3.130e-005 	             	             	
      6718.898	             	  5.430e-006 	             	
      6719.579	             	             	  3.570e-005 	
      6719.583	  3.120e-005 	             	             	
      6719.953	             	  5.490e-006 	             	
      6720.583	  3.130e-005 	             	             	
      6720.603	             	             	  3.570e-005 	
      6721.009	             	  5.500e-006 	             	
      6721.583	  3.130e-005 	             	             	
      6721.659	             	             	  3.570e-005 	
      6722.065	             	  5.420e-006 	             	
      6722.583	  3.140e-005 	             	             	
      6722.715	             	             	  3.580e-005 	
      6723.089	             	  5.410e-006 	             	
      6723.583	  3.140e-005 	             	             	
      6723.739	             	             	  3.570e-005 	
      6724.145	             	  5.400e-006 	             	
      6724.583	  3.140e-005 	             	             	
      6724.795	             	             	  3.570e-005 	
      6725.201	             	  5.400e-006 	             	
      6725.583	  3.140e-005 	             	             	
      6725.851	             	             	  3.570e-005 	
      6726.226	             	  5.350e-006 	             	
      6726.583	  3.150e-005 	             	             	
      6726.874	             	             	  3.570e-005 	
      6727.281	             	  5.370e-006 	             	
      6727.583	  3.150e-005 	             	             	
      6727.930	             	             	  3.570e-005 	
      6728.337	             	  5.380e-006 	             	
      6728.649	  3.150e-005 	             	             	
      6728.986	             	             	  3.570e-005 	
      6729.361	             	  5.410e-006 	             	
      6729.715	  3.150e-005 	             	             	
      6730.042	             	             	  3.570e-005 	
      6730.417	             	  5.440e-006 	             	
      6730.715	  3.150e-005 	             	             	
      6731.066	             	             	  3.580e-005 	
      6731.473	             	  5.370e-006 	             	
      6731.715	  3.150e-005 	             	             	
      6732.122	             	             	  3.580e-005 	
      6732.529	             	  5.470e-006 	             	
      6732.715	  3.150e-005 	             	             	
      6733.178	             	             	  3.580e-005 	
      6733.554	             	  5.410e-006 	             	
      6733.716	  3.150e-005 	             	             	
      6734.203	             	             	  3.590e-005 	
      6734.609	             	  5.440e-006 	             	
      6734.716	  3.150e-005 	             	             	
      6735.259	             	             	  3.580e-005 	
      6735.665	             	  5.410e-006 	             	
      6735.716	  3.150e-005 	             	             	
      6736.315	             	             	  3.580e-005 	
      6736.689	             	  5.470e-006 	             	
      6736.716	  3.150e-005 	             	             	
      6737.339	             	             	  3.580e-005 	
      6737.716	  3.150e-005 	             	             	
      6737.745	             	  5.460e-006 	             	
      6738.395	             	             	  3.590e-005 	
      6738.716	  3.160e-005 	             	             	
      6738.801	             	  5.460e-006 	             	
      6739.451	             	             	  3.580e-005 	
      6739.716	  3.150e-005 	             	             	
      6739.825	             	  5.500e-006 	             	
      6740.507	             	             	  3.590e-005 	
      6740.716	  3.150e-005 	             	             	
      6740.881	             	  5.430e-006 	             	
      6741.531	             	             	  3.590e-005 	
      6741.716	  3.160e-005 	             	             	
      6741.937	             	  5.400e-006 	             	
      6742.587	             	             	  3.590e-005 	
      6742.716	  3.150e-005 	             	             	
      6743.025	             	  5.460e-006 	             	
      6743.643	             	             	  3.590e-005 	
      6743.782	  3.160e-005 	             	             	
      6744.081	             	  5.420e-006 	             	
      6744.666	             	             	  3.580e-005 	
      6744.848	  3.150e-005 	             	             	
      6745.137	             	  5.380e-006 	             	
      6745.722	             	             	  3.590e-005 	
      6745.848	  3.170e-005 	             	             	
      6746.193	             	  5.420e-006 	             	
      6746.778	             	             	  3.580e-005 	
      6746.848	  3.160e-005 	             	             	
      6747.217	             	  5.480e-006 	             	
      6747.802	             	             	  3.580e-005 	
      6747.848	  3.170e-005 	             	             	
      6748.273	             	  5.420e-006 	             	
      6748.848	  3.170e-005 	             	             	
      6748.858	             	             	  3.600e-005 	
      6749.328	             	  5.540e-006 	             	
      6749.848	  3.240e-005 	             	             	
      6749.914	             	             	  3.670e-005 	
      6750.352	             	  5.490e-006 	             	
      6750.848	  3.240e-005 	             	             	
      6751.002	             	             	  3.670e-005 	
      6751.409	             	  5.510e-006 	             	
      6751.849	  3.230e-005 	             	             	
      6752.059	             	             	  3.670e-005 	
      6752.465	             	  5.500e-006 	             	
      6752.849	  3.240e-005 	             	             	
      6753.115	             	             	  3.680e-005 	
      6753.489	             	  5.530e-006 	             	
      6753.849	  3.240e-005 	             	             	
      6754.171	             	             	  3.680e-005 	
      6754.545	             	  5.490e-006 	             	
      6754.849	  3.240e-005 	             	             	
      6755.195	             	             	  3.670e-005 	
      6755.601	             	  5.570e-006 	             	
      6755.849	  3.240e-005 	             	             	
      6756.251	             	             	  3.670e-005 	
      6756.689	             	  5.550e-006 	             	
      6756.915	  3.240e-005 	             	             	
      6757.307	             	             	  3.670e-005 	
      6757.745	             	  5.500e-006 	             	
      6757.915	  3.240e-005 	             	             	
      6758.331	             	             	  3.540e-005 	
      6758.801	             	  5.360e-006 	             	
      6758.915	  3.240e-005 	             	             	
      6759.386	             	             	  3.680e-005 	
      6759.857	             	  5.500e-006 	             	
      6759.981	  3.240e-005 	             	             	
      6760.442	             	             	  3.670e-005 	
      6760.881	             	  5.520e-006 	             	
      6760.981	  3.240e-005 	             	             	
      6761.466	             	             	  3.670e-005 	
      6761.937	             	  5.500e-006 	             	
      6761.981	  3.240e-005 	             	             	
      6762.522	             	             	  3.670e-005 	
      6762.981	  3.240e-005 	             	             	
      6762.993	             	  5.480e-006 	             	
      6763.578	             	             	  3.670e-005 	
      6763.981	  3.240e-005 	             	             	
      6764.017	             	  5.550e-006 	             	
      6764.635	             	             	  3.670e-005 	
      6764.981	  3.240e-005 	             	             	
      6765.072	             	  5.530e-006 	             	
      6765.658	             	             	  3.670e-005 	
      6766.047	  3.240e-005 	             	             	
      6766.128	             	  5.510e-006 	             	
      6766.714	             	             	  3.670e-005 	
      6767.047	  3.240e-005 	             	             	
      6767.152	             	  5.560e-006 	             	
      6767.770	             	             	  3.670e-005 	
      6768.047	  3.240e-005 	             	             	
      6768.208	             	  5.510e-006 	             	
      6768.795	             	             	  3.670e-005 	
      6769.048	  3.240e-005 	             	             	
      6769.265	             	  5.540e-006 	             	
      6769.851	             	             	  3.670e-005 	
      6770.048	  3.240e-005 	             	             	
      6770.353	             	  5.620e-006 	             	
      6770.907	             	             	  3.670e-005 	
      6771.048	  3.240e-005 	             	             	
      6771.409	             	  5.510e-006 	             	
      6771.931	             	             	  3.670e-005 	
      6772.048	  3.240e-005 	             	             	
      6772.465	             	  5.320e-006 	             	
      6772.987	             	             	  3.670e-005 	
      6773.048	  3.240e-005 	             	             	
      6773.521	             	  5.670e-006 	             	
      6774.043	             	             	  3.670e-005 	
      6774.048	  3.240e-005 	             	             	
      6774.545	             	  5.580e-006 	             	
      6775.048	  3.240e-005 	             	             	
      6775.099	             	             	  3.670e-005 	
      6775.601	             	  5.400e-006 	             	
      6776.113	  3.240e-005 	             	             	
      6776.122	             	             	  3.680e-005 	
      6776.657	             	  5.570e-006 	             	
      6777.113	  3.240e-005 	             	             	
      6777.178	             	             	  3.680e-005 	
      6777.681	             	  5.570e-006 	             	
      6778.113	  3.090e-005 	             	             	
      6778.234	             	             	  3.530e-005 	
      6778.737	             	  5.300e-006 	             	
      6779.113	  3.090e-005 	             	             	
      6779.258	             	             	  3.520e-005 	
      6779.793	             	  5.290e-006 	             	
      6780.113	  3.110e-005 	             	             	
      6780.314	             	             	  3.530e-005 	
      6780.817	             	  5.280e-006 	             	
      6781.113	  3.110e-005 	             	             	
      6781.370	             	             	  3.530e-005 	
      6781.872	             	  5.300e-006 	             	
      6782.113	  3.100e-005 	             	             	
      6782.394	             	             	  3.540e-005 	
      6782.928	             	  5.320e-006 	             	
      6783.113	  3.100e-005 	             	             	
      6783.450	             	             	  3.510e-005 	
      6784.016	             	  5.250e-006 	             	
      6784.113	  3.100e-005 	             	             	
      6784.506	             	             	  3.520e-005 	
      6785.072	             	  5.250e-006 	             	
      6785.113	  3.110e-005 	             	             	
      6785.594	             	             	  3.520e-005 	
      6786.114	  3.110e-005 	             	             	
      6786.129	             	  5.240e-006 	             	
      6786.651	             	             	  3.520e-005 	
      6787.114	  3.120e-005 	             	             	
      6787.185	             	  5.250e-006 	             	
      6787.707	             	             	  3.520e-005 	
      6788.114	  3.120e-005 	             	             	
      6788.209	             	  5.250e-006 	             	
      6788.763	             	             	  3.510e-005 	
      6789.114	  3.120e-005 	             	             	
      6789.265	             	  5.230e-006 	             	
      6789.786	             	             	  3.520e-005 	
      6790.114	  3.120e-005 	             	             	
      6790.321	             	  5.250e-006 	             	
      6790.842	             	             	  3.520e-005 	
      6791.180	  3.120e-005 	             	             	
      6791.345	             	  5.310e-006 	             	
      6791.898	             	             	  3.520e-005 	
      6792.180	  3.120e-005 	             	             	
      6792.401	             	  5.310e-006 	             	
      6792.922	             	             	  3.520e-005 	
      6793.180	  3.120e-005 	             	             	
      6793.457	             	  5.290e-006 	             	
      6793.978	             	             	  3.530e-005 	
      6794.180	  3.120e-005 	             	             	
      6794.481	             	  5.270e-006 	             	
      6795.034	             	             	  3.530e-005 	
      6795.180	  3.120e-005 	             	             	
      6795.536	             	  5.310e-006 	             	
      6796.058	             	             	  3.520e-005 	
      6796.246	  3.110e-005 	             	             	
      6796.592	             	  5.360e-006 	             	
      6797.114	             	             	  3.520e-005 	
      6797.246	  3.110e-005 	             	             	
      6797.680	             	  5.310e-006 	             	
      6798.170	             	             	  3.520e-005 	
      6798.246	  3.110e-005 	             	             	
      6798.736	             	  5.270e-006 	             	
      6799.226	             	             	  3.520e-005 	
      6799.246	  3.110e-005 	             	             	
      6799.792	             	  5.280e-006 	             	
      6800.246	  3.110e-005 	             	             	
      6800.250	             	             	  3.540e-005 	
      6800.848	             	  5.450e-006 	             	
      6801.246	  3.260e-005 	             	             	
      6801.306	             	             	  3.680e-005 	
      6801.872	             	  5.530e-006 	             	
      6802.246	  3.250e-005 	             	             	
      6802.362	             	             	  3.670e-005 	
      6802.928	             	  5.550e-006 	             	
      6803.246	  3.240e-005 	             	             	
      6803.386	             	             	  3.670e-005 	
      6803.985	             	  5.610e-006 	             	
      6804.247	  3.240e-005 	             	             	
      6804.443	             	             	  3.670e-005 	
      6805.009	             	  5.530e-006 	             	
      6805.313	  3.240e-005 	             	             	
      6805.499	             	             	  3.670e-005 	
      6806.065	             	  5.610e-006 	             	
      6806.313	  3.240e-005 	             	             	
      6806.522	             	             	  3.660e-005 	
      6807.121	             	  5.580e-006 	             	
      6807.379	  3.240e-005 	             	             	
      6807.578	             	             	  3.670e-005 	
      6808.145	             	  5.520e-006 	             	
      6808.379	  3.240e-005 	             	             	
      6808.634	             	             	  3.680e-005 	
      6809.201	             	  5.550e-006 	             	
      6809.379	  3.230e-005 	             	             	
      6809.722	             	             	  3.670e-005 	
      6810.256	             	  5.640e-006 	             	
      6810.379	  3.240e-005 	             	             	
      6810.778	             	             	  3.670e-005 	
      6811.345	             	  5.650e-006 	             	
      6811.379	  3.240e-005 	             	             	
      6811.834	             	             	  3.670e-005 	
      6812.379	  3.240e-005 	             	             	
      6812.400	             	  5.590e-006 	             	
      6812.890	             	             	  3.680e-005 	
      6813.379	  3.240e-005 	             	             	
      6813.456	             	  5.490e-006 	             	
      6813.914	             	             	  3.690e-005 	
      6814.379	  3.250e-005 	             	             	
      6814.512	             	  5.510e-006 	             	
      6814.970	             	             	  3.680e-005 	
      6815.379	  3.250e-005 	             	             	
      6815.536	             	  5.530e-006 	             	
      6816.026	             	             	  3.680e-005 	
      6816.379	  3.090e-005 	             	             	
      6816.592	             	  5.280e-006 	             	
      6817.050	             	             	  3.530e-005 	
      6817.379	  3.090e-005 	             	             	
      6817.648	             	  5.300e-006 	             	
      6818.106	             	             	  3.530e-005 	
      6818.379	  3.130e-005 	             	             	
      6818.672	             	  5.250e-006 	             	
      6819.162	             	             	  3.520e-005 	
      6819.379	  3.140e-005 	             	             	
      6819.728	             	  5.290e-006 	             	
      6820.186	             	             	  3.520e-005 	
      6820.379	  3.120e-005 	             	             	
      6820.784	             	  5.280e-006 	             	
      6821.242	             	             	  3.520e-005 	
      6821.380	  3.130e-005 	             	             	
      6821.809	             	  5.280e-006 	             	
      6822.298	             	             	  3.530e-005 	
      6822.445	  3.120e-005 	             	             	
      6822.865	             	  5.260e-006 	             	
      6823.354	             	             	  3.520e-005 	
      6823.445	  3.120e-005 	             	             	
      6823.921	             	  5.270e-006 	             	
      6824.378	             	             	  3.530e-005 	
      6824.445	  3.120e-005 	             	             	
      6824.977	             	  5.250e-006 	             	
      6825.434	             	             	  3.520e-005 	
      6825.445	  3.120e-005 	             	             	
      6826.001	             	  5.260e-006 	             	
      6826.445	  3.120e-005 	             	             	
      6826.490	             	             	  3.520e-005 	
      6827.056	             	  5.240e-006 	             	
      6827.445	  3.120e-005 	             	             	
      6827.514	             	             	  3.520e-005 	
      6828.112	             	  5.310e-006 	             	
      6828.445	  3.120e-005 	             	             	
      6828.570	             	             	  3.530e-005 	
      6829.136	             	  5.260e-006 	             	
      6829.445	  3.120e-005 	             	             	
      6829.626	             	             	  3.530e-005 	
      6830.192	             	  5.250e-006 	             	
      6830.445	  3.120e-005 	             	             	
      6830.650	             	             	  3.530e-005 	
      6831.248	             	  5.270e-006 	             	
      6831.445	  3.120e-005 	             	             	
      6831.706	             	             	  3.530e-005 	
      6832.272	             	  5.260e-006 	             	
      6832.445	  3.130e-005 	             	             	
      6832.762	             	             	  3.530e-005 	
      6833.328	             	  5.260e-006 	             	
      6833.445	  3.120e-005 	             	             	
      6833.818	             	             	  3.530e-005 	
      6834.384	             	  5.220e-006 	             	
      6834.445	  3.120e-005 	             	             	
      6834.842	             	             	  3.540e-005 	
      6835.445	  3.130e-005 	             	             	
      6835.472	             	  5.270e-006 	             	
      6835.898	             	             	  3.530e-005 	
      6836.445	  3.130e-005 	             	             	
      6836.528	             	  5.300e-006 	             	
      6836.954	             	             	  3.540e-005 	
      6837.511	  3.120e-005 	             	             	
      6837.584	             	  5.310e-006 	             	
      6837.977	             	             	  3.520e-005 	
      6838.511	  3.120e-005 	             	             	
      6838.641	             	  5.260e-006 	             	
      6839.034	             	             	  3.550e-005 	
      6839.511	  3.120e-005 	             	             	
      6839.665	             	  5.210e-006 	             	
      6840.090	             	             	  3.530e-005 	
      6840.511	  3.120e-005 	             	             	
      6840.721	             	  5.180e-006 	             	
      6841.114	             	             	  3.530e-005 	
      6841.511	  3.130e-005 	             	             	
      6841.776	             	  5.180e-006 	             	
      6842.170	             	             	  3.520e-005 	
      6842.511	  3.130e-005 	             	             	
      6842.801	             	  5.190e-006 	             	
      6843.226	             	             	  3.530e-005 	
      6843.511	  3.130e-005 	             	             	
      6843.856	             	  5.190e-006 	             	
      6844.314	             	             	  3.520e-005 	
      6844.511	  3.130e-005 	             	             	
      6844.912	             	  5.240e-006 	             	
      6845.370	             	             	  3.520e-005 	
      6845.511	  3.150e-005 	             	             	
      6845.936	             	  5.260e-006 	             	
      6846.426	             	             	  3.520e-005 	
      6846.511	  3.120e-005 	             	             	
      6846.992	             	  5.300e-006 	             	
      6847.482	             	             	  3.540e-005 	
      6847.511	  3.120e-005 	             	             	
      6848.048	             	  5.320e-006 	             	
      6848.506	             	             	  3.530e-005 	
      6848.511	  3.120e-005 	             	             	
      6849.136	             	  5.350e-006 	             	
      6849.511	  3.150e-005 	             	             	
      6849.562	             	             	  3.540e-005 	
      6850.192	             	  5.360e-006 	             	
      6850.511	  3.130e-005 	             	             	
      6850.618	             	             	  3.540e-005 	
      6851.248	             	  5.310e-006 	             	
      6851.511	  3.120e-005 	             	             	
      6851.642	             	             	  3.540e-005 	
      6852.304	             	  5.560e-006 	             	
      6852.511	  3.270e-005 	             	             	
      6852.698	             	             	  3.680e-005 	
      6853.328	             	  5.610e-006 	             	
      6853.577	  3.260e-005 	             	             	
      6853.753	             	             	  3.680e-005 	
      6854.384	             	  5.570e-006 	             	
      6854.643	  3.270e-005 	             	             	
      6854.777	             	             	  3.680e-005 	
      6855.440	             	  5.560e-006 	             	
      6855.643	  3.270e-005 	             	             	
      6855.833	             	             	  3.680e-005 	
      6856.465	             	  5.560e-006 	             	
      6856.644	  3.270e-005 	             	             	
      6856.890	             	             	  3.690e-005 	
      6857.521	             	  5.360e-006 	             	
      6857.644	  3.160e-005 	             	             	
      6857.946	             	             	  3.540e-005 	
      6858.577	             	  5.380e-006 	             	
      6858.644	  3.120e-005 	             	             	
      6858.970	             	             	  3.540e-005 	
      6859.600	             	  5.320e-006 	             	
      6859.644	  3.120e-005 	             	             	
      6860.026	             	             	  3.550e-005 	
      6860.644	  3.120e-005 	             	             	
      6860.656	             	  5.280e-006 	             	
      6861.082	             	             	  3.540e-005 	
      6861.644	  3.120e-005 	             	             	
      6861.712	             	  5.300e-006 	             	
      6862.106	             	             	  3.530e-005 	
      6862.644	  3.120e-005 	             	             	
      6862.800	             	  5.270e-006 	             	
      6863.162	             	             	  3.530e-005 	
      6863.644	  3.140e-005 	             	             	
      6863.856	             	  5.240e-006 	             	
      6864.218	             	             	  3.530e-005 	
      6864.644	  3.130e-005 	             	             	
      6864.912	             	  5.280e-006 	             	
      6865.242	             	             	  3.530e-005 	
      6865.644	  3.130e-005 	             	             	
      6865.968	             	  5.270e-006 	             	
      6866.298	             	             	  3.530e-005 	
      6866.644	  3.140e-005 	             	             	
      6866.992	             	  5.280e-006 	             	
      6867.354	             	             	  3.520e-005 	
      6867.644	  3.180e-005 	             	             	
