;PC Software:StarLab Version 2.11 Build 2
;Logged:28/10/2022 at 12:13:03
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)
;Channel C:Nova II Photodiode PD300-3W-v1 (s/n:928013)  NN2.17 (s/n:626171)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel C:Details
;Name:PD300-3W-v1
;Graph Color:RGB(51,204,51)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 28/10/2022 at 12:13:03.340000
  Timestamp   	  Channel A  	  Channel B  	  Channel C  	
       223.167	             	  3.870e-005 	             	
       223.716	  2.300e-004 	             	             	
       223.912	             	             	  1.682e-006 	
       224.223	             	  3.850e-005 	             	
       224.716	  2.300e-004 	             	             	
       224.936	             	             	  1.696e-006 	
       225.311	             	  3.850e-005 	             	
       225.716	  2.290e-004 	             	             	
       225.992	             	             	  1.712e-006 	
       226.367	             	  3.860e-005 	             	
       226.716	  2.300e-004 	             	             	
       227.048	             	             	  1.724e-006 	
       227.422	             	  3.910e-005 	             	
       227.716	  2.280e-004 	             	             	
       228.072	             	             	  1.759e-006 	
       228.479	             	  3.940e-005 	             	
       228.716	  2.270e-004 	             	             	
       229.128	             	             	  1.782e-006 	
       229.502	             	  3.980e-005 	             	
       229.717	  2.260e-004 	             	             	
       230.185	             	             	  1.808e-006 	
       230.559	             	  4.010e-005 	             	
       230.717	  2.260e-004 	             	             	
       231.209	             	             	  1.828e-006 	
       231.615	             	  4.040e-005 	             	
       231.717	  2.260e-004 	             	             	
       232.265	             	             	  1.851e-006 	
       232.639	             	  4.070e-005 	             	
       232.717	  2.260e-004 	             	             	
       233.321	             	             	  1.874e-006 	
       233.695	             	  4.100e-005 	             	
       233.717	  2.260e-004 	             	             	
       234.409	             	             	  1.882e-006 	
       234.717	  2.250e-004 	             	             	
       234.751	             	  4.110e-005 	             	
       235.465	             	             	  1.902e-006 	
       235.717	  2.240e-004 	             	             	
       235.775	             	  4.140e-005 	             	
       236.521	             	             	  1.913e-006 	
       236.717	  2.240e-004 	             	             	
       236.831	             	  4.150e-005 	             	
       237.577	             	             	  1.932e-006 	
       237.717	  2.230e-004 	             	             	
       237.887	             	  4.150e-005 	             	
       238.600	             	             	  1.945e-006 	
       238.783	  2.230e-004 	             	             	
       238.975	             	  4.170e-005 	             	
       239.656	             	             	  1.974e-006 	
       239.783	  2.220e-004 	             	             	
       240.031	             	  4.200e-005 	             	
       240.712	             	             	  1.986e-006 	
       240.783	  2.210e-004 	             	             	
       241.087	             	  4.220e-005 	             	
       241.736	             	             	  2.015e-006 	
       241.849	  2.200e-004 	             	             	
       242.143	             	  4.230e-005 	             	
       242.792	             	             	  2.059e-006 	
       242.849	  2.200e-004 	             	             	
       243.167	             	  4.260e-005 	             	
       243.848	             	             	  2.073e-006 	
       243.849	  2.180e-004 	             	             	
       244.223	             	  4.270e-005 	             	
       244.849	  2.180e-004 	             	             	
       244.872	             	             	  2.087e-006 	
       245.278	             	  4.290e-005 	             	
       245.849	  2.170e-004 	             	             	
       245.928	             	             	  2.114e-006 	
       246.302	             	  4.310e-005 	             	
       246.849	  2.170e-004 	             	             	
       246.984	             	             	  2.138e-006 	
       247.359	             	  4.340e-005 	             	
       247.850	  2.150e-004 	             	             	
       248.041	             	             	  2.156e-006 	
       248.415	             	  4.350e-005 	             	
       248.850	  2.150e-004 	             	             	
       249.065	             	             	  2.179e-006 	
       249.439	             	  4.360e-005 	             	
       249.850	  2.140e-004 	             	             	
       250.121	             	             	  2.193e-006 	
       250.495	             	  4.380e-005 	             	
       250.850	  2.140e-004 	             	             	
       251.177	             	             	  2.208e-006 	
       251.551	             	  4.380e-005 	             	
       251.850	  2.140e-004 	             	             	
       252.201	             	             	  2.224e-006 	
       252.607	             	  4.400e-005 	             	
       252.916	  2.130e-004 	             	             	
       253.256	             	             	  2.245e-006 	
       253.631	             	  4.410e-005 	             	
       253.982	  2.130e-004 	             	             	
       254.312	             	             	  2.262e-006 	
       254.687	             	  4.430e-005 	             	
       254.982	  2.110e-004 	             	             	
       255.336	             	             	  2.280e-006 	
       255.743	             	  4.430e-005 	             	
       255.982	  2.110e-004 	             	             	
       256.392	             	             	  2.291e-006 	
       256.767	             	  4.390e-005 	             	
       256.982	  2.120e-004 	             	             	
       257.448	             	             	  2.285e-006 	
       257.823	             	  4.430e-005 	             	
       257.982	  2.110e-004 	             	             	
       258.536	             	             	  2.307e-006 	
       258.879	             	  4.470e-005 	             	
       258.982	  2.100e-004 	             	             	
       259.592	             	             	  2.340e-006 	
       259.902	             	  4.490e-005 	             	
       259.982	  2.089e-004 	             	             	
       260.648	             	             	  2.333e-006 	
       260.958	             	  4.450e-005 	             	
       260.982	  2.100e-004 	             	             	
       261.704	             	             	  2.351e-006 	
       261.982	  2.088e-004 	             	             	
       262.014	             	  4.500e-005 	             	
       262.728	             	             	  2.380e-006 	
